0.000000 1.000000 
0.025000 1.000000 
0.050000 1.000000 
0.075000 1.000000 
0.100000 1.000000 
0.125000 1.000000 
0.150000 1.000000 
0.175000 1.000000 
0.200000 1.000000 
0.225000 1.000000 
0.250000 1.000000 
0.275000 1.000000 
0.300000 1.000000 
0.325000 1.000000 
0.350000 1.000000 
0.375000 1.000000 
0.400000 1.000000 
0.425000 1.000000 
0.450000 1.000000 
0.475000 1.000000 
0.500000 1.000000 
0.525000 1.000000 
0.550000 1.000000 
0.575000 1.000000 
0.600000 1.000000 
0.625000 1.000000 
0.650000 1.000000 
0.675000 1.000000 
0.700000 1.000000 
0.725000 1.000000 
0.750000 1.000000 
0.775000 2.000000 
0.800000 2.000000 
0.825000 2.000000 
0.850000 2.000000 
0.875000 2.000000 
0.900000 2.000000 
0.925000 2.000000 
0.950000 2.000000 
0.975000 2.000000 
1.000000 2.000000 
1.025000 2.000000 
1.050000 2.000000 
1.075000 2.000000 
1.100000 2.000000 
1.125000 2.000000 
1.150000 2.000000 
1.175000 2.000000 
1.200000 2.000000 
1.225000 2.000000 
1.250000 1.000000 
1.275000 1.000000 
1.300000 1.000000 
1.325000 1.000000 
1.350000 1.000000 
1.375000 1.000000 
1.400000 1.000000 
1.425000 1.000000 
1.450000 1.000000 
1.475000 1.000000 
1.500000 1.000000 
1.525000 1.000000 
1.550000 1.000000 
1.575000 1.000000 
1.600000 1.000000 
1.625000 1.000000 
1.650000 1.000000 
1.675000 1.000000 
1.700000 1.000000 
1.725000 1.000000 
1.750000 1.000000 
1.775000 1.000000 
1.800000 1.000000 
1.825000 1.000000 
1.850000 1.000000 
1.875000 1.000000 
1.900000 1.000000 
1.925000 1.000000 
1.950000 1.000000 
1.975000 1.000000 
